,tweets,time
430,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:17:52
431,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:17:46
432,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:17:45
433,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:17:30
434,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:17:27
435,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:17:24
436,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:17:09
437,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:17:03
438,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:16:57
439,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:16:39
440,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:15:38
441,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:14:36
442,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:14:05
443,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:13:44
444,"@relianceindltd submits proposal for Niclosamide as potential drug against Covid

https://t.co/GgheWf3Cny

#Industry #COVID19 #RelianceIndustries #Investmentguruindia https://t.co/UYzGFihhhQ",2021-06-03 04:13:42
445,"RT @pankaju17: COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndust…",2021-06-03 04:11:32
446,Commendable #RelianceIndustries @ril_foundation !!! https://t.co/IomzA8tqH0,2021-06-03 04:10:34
447,"#MukeshAmbani ने कहा, #RIL के पास ग्रोथ को सपोर्ट करने के लिए मजबूत बैलेंसशीट, #jio , O2C और रिटेल में होगा बड़ा निवेश
#RelianceIndustries #RelianceJio #reliance

https://t.co/6JThWhp2uX",2021-06-03 04:08:54
448,"RT @hjyadav: #RelianceIndustries  INDUSTRIES 2100 TO 2250

2nd TARGET ACHIEVED

STOCK TIGERS",2021-06-03 04:08:49
449,"COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndustries #MukeshAmbani #NitaAmbani https://t.co/24YXb1YFQ2",2021-06-03 04:08:07
450,"#RelianceIndustries 
#reliance 

2250 from  2093

😊😊 https://t.co/G0cSL0hOtW",2021-06-03 04:06:06
451,"#RelianceIndustries  INDUSTRIES 2100 TO 2250

2nd TARGET ACHIEVED

STOCK TIGERS https://t.co/jiqkO91kPU",2021-06-03 04:05:36
452,"A very good initiative by Reliance  ... Reliance announces relief measures for families of the employees who passed away due to Covid , it includes 5 year salary to nominee  and much more .
#RelianceIndustries https://t.co/Q09OFu2XTp",2021-06-03 04:04:18
453,"RIL`s strong balance sheet, high liquidity to boost Jio, Retail, O2C: @_MukeshAmbani

https://t.co/azvXrhX6yq

#MukeshAmbani #RelianceIndustries  #StockMarket #Investmentguruindia https://t.co/KNF4ThMIp8",2021-06-03 03:49:26
454,"Opening Bell: Markets open with gains; Nifty opens above 15,650; Gainers: Hindalco, Infosys, Reliance (+1%). Losers: HDFC Bank (-0.53%), Bajaj Auto (-0.22%).
https://t.co/KSYiWShFFT
#sensex #nifty #StockMarket #StocksToWatch #RelianceIndustries",2021-06-03 03:49:21
455,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-03 03:42:44
456,"Gladiator Stocks - Reliance Industries - ICICI Direct

#RIL #RelianceIndustries #Q4FY21 #FY2021 #ResultUpdate @ICICI_Direct #ICICISecurities 

https://t.co/tgGepTQIKM https://t.co/17P4PGrehw",2021-06-03 03:38:19
457,"RT @ETNOWlive: #ETNOWPodcast🎙️
-Cabinet approves #ModelTenancyAct
-#SriLanka braces for massive ecological disaster
-#Government brings for…",2021-06-03 03:35:24
458,"RT @AnilSinghvi_: Gap-Up ओपनिंग पर मुनाफावसूलें, नीचे के लेवल पर फिर खरीदें...

रिलायंस की वजह से SGX निफ्टी में तेजी...

AGM में मजबूत बै…",2021-06-03 03:31:39
459,"Reliance Industries: కోవిడ్‌తో మరణించిన ఉద్యోగి కుటుంబానికి ఐదేళ్ల పాటు వేతనం.. రిలయన్స్‌ కీలక నిర్ణయం

#RelianceIndustries | #Reliance | #coronavirus

https://t.co/vx5LEqnFKx",2021-06-03 03:31:39
460,"STOCK'S IN NEWS (03-06-2021)
#RelianceIndustries 
#wipro 
#sobha 
#tatapower 
#balrampur 

@SwastikaInvest https://t.co/Hr3xnu1aIc",2021-06-03 03:29:31
461,"Reliance Industries Limited eyes O2C arm investor. A proposed reorganisation will attract a dedicated pool of investor capital. 

Follow @TheCGIorg  to keep you updated. 
Website-https://t.co/lTPzHn4mwx

#RelianceIndustries #investors #capital #businessgrowth #businessnews https://t.co/uHvejVcMn0",2021-06-03 03:29:14
462,Dear @RelianceDigital i have purchased some product from reliance digital app order confirmed but no tracking showing on My order option  which time will recived the product can you pls help me .. #RelianceIndustries,2021-06-03 03:27:43
463,"Reliance Industries: కోవిడ్‌తో మరణించిన ఉద్యోగి కుటుంబానికి ఐదేళ్ల పాటు వేతనం.. రిలయన్స్‌ కీలక నిర్ణయం

#RelianceIndustries | #Reliance | #coronavirus

https://t.co/sNy580Jgg0",2021-06-03 03:26:17
464,"RT @AnilSinghvi_: Gap-Up ओपनिंग पर मुनाफावसूलें, नीचे के लेवल पर फिर खरीदें...

रिलायंस की वजह से SGX निफ्टी में तेजी...

AGM में मजबूत बै…",2021-06-03 03:25:48
465,"RT @AnilSinghvi_: Gap-Up ओपनिंग पर मुनाफावसूलें, नीचे के लेवल पर फिर खरीदें...

रिलायंस की वजह से SGX निफ्टी में तेजी...

AGM में मजबूत बै…",2021-06-03 03:23:43
466,@CNBC_Awaaz @shail_bhatnagar @virendraonNifty #RelianceIndustries what is big then they returns their existing loans? is this like they never take some loans for business revivals? its at highs &amp; as per past Reliance will tank down to 2112-2085 don't chase.,2021-06-03 03:23:38
467,"Gap-Up ओपनिंग पर मुनाफावसूलें, नीचे के लेवल पर फिर खरीदें...

रिलायंस की वजह से SGX निफ्टी में तेजी...

AGM में मजबूत बैलेंसशीट और कर्ज ना होने से भरोसा बढ़ा...

#EditorsTake #SGXNifty #RelianceIndustries @ZeeBusiness https://t.co/b4464oCU4J",2021-06-03 03:23:04
468,"RT @ZeeBusiness: SGX Nifty की तेजी का कारण रिलायंस!

अनिल सिंघवी- AGM की घोषणा, कर्ज मुक्त, मजबूत बैलेंस शीट के संकेतों के चलते रिलायंस में…",2021-06-03 03:21:30
469,"RT @CtfGorakhpur: #Reliance Foundation announces relief measures for families of the employees who passed away due to Covid, it includes 5…",2021-06-03 03:20:55
470,"RT @ZeeBusiness: SGX Nifty की तेजी का कारण रिलायंस!

अनिल सिंघवी- AGM की घोषणा, कर्ज मुक्त, मजबूत बैलेंस शीट के संकेतों के चलते रिलायंस में…",2021-06-03 03:20:31
471,"#Reliance Foundation announces relief measures for families of the employees who passed away due to Covid, it includes 5 year salary to nominee and much more...

#RelianceIndustries https://t.co/aDx1QnI5uU",2021-06-03 03:20:09
472,"SGX Nifty की तेजी का कारण रिलायंस!

अनिल सिंघवी- AGM की घोषणा, कर्ज मुक्त, मजबूत बैलेंस शीट के संकेतों के चलते रिलायंस में तेजी और बाजार में मजबूती

आज बाजार गैप-अप ओपनिंग से खुले तो मुनाफावसूलें, फिर एंट्री का करें इंतजार

#EditorsTake #SGXNifty #RelianceIndustries @AnilSinghvi_ https://t.co/QJj6SXow8w",2021-06-03 03:20:03
473,"RT @CNBCTV18News: Ahead of #RelianceIndustries' 44th AGM on 24th June, Chairman Mukesh Ambani in the co’s annual report said that strong ba…",2021-06-03 03:17:17
474,"#AwaazMarkets। #RelianceIndustries ने FY21 में वक्त से पहले चुकाया 780 करोड़ Dollar का विदेशी लोन, Jio और Qualcomm ने भारत में कामयाबी से Test की 5G Technology, RIL ने  Healthcare sector में बढ़ाए बड़े कदम, कंपनी की Annual Report से हुआ खुलासा। डिटेल्स जानिए @AEHarshada  से। https://t.co/nMkOCTaeTK",2021-06-03 03:17:05
475,"RT @ETNOWlive: With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpai…",2021-06-03 03:16:19
476,"#StocksInNews
+ve res:#DhunseriVentures #LykaLabs #MTARTechnologies #Ratnamani #NRBBearings
M&amp;A:#RossariBiotech #Wipro
Demerger:#RelianceIndustries
New order:#TataPower
Fund raise:#Ratnamani #PanaceaBio #NHPC #STFI(ShriramTransport)
Drug appr:#Lupin
May sales:#Wardwizards
contd.",2021-06-03 03:13:51
477,RT @Spetersam: @RelianceGenIn @irdaindia @jagograhakjago @BharatCourt #healthcare #insurancecompany #RelianceIndustries I have taken a reli…,2021-06-03 03:12:48
478,#Reliance #RelianceIndustries #RelianceJio https://t.co/1KhMrf2RxB,2021-06-03 03:06:07
479,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-03 03:03:07
480,RT @kanakShukla_: Very generous of #MukeshAmbani and #RelianceIndustries for their help in producing 1000 MT oxygen daily free for the stat…,2021-06-03 02:54:22
481,"RT @BiIndia: #RelianceJio and #RelianceRetail make for half of #RelianceIndustries' total business

https://t.co/4w2B7sZAKK https://t.co/VR…",2021-06-03 02:54:11
482,"RT @Dare2Dr10109801: #RelianceIndustries Jumbo breaking out 
@nishkumar1977 https://t.co/Lgtvv7lWb0",2021-06-03 02:53:35
483,"RT @ians_india: The Chairman and Managing Director (CMD) of #RelianceIndustries Limited, #MukeshAmbani, has said that the strong balance sh…",2021-06-03 02:53:29
484,"RT @bsindia: Submits a proposal for use of niclosamide as potential Covid drug

@TweshMishra reports 

#CoronavirusIndia #CoronaVirusUpdate…",2021-06-03 02:52:43
485,"RT @FinancialXpress: Market LIVE: Sensex, Nifty set to open in green; RIL's Mukesh Ambani says Reliance has strong balance sheet
#Nifty #St…",2021-06-03 02:52:32
486,"RT @FinancialXpress: Market LIVE: Sensex, Nifty set to open in green; RIL's Mukesh Ambani says Reliance has strong balance sheet
#Nifty #St…",2021-06-03 02:47:32
487,"Market LIVE: Sensex, Nifty set to open in green; RIL's Mukesh Ambani says Reliance has strong balance sheet
#Nifty #StockMarket #RILAnnualReport #RelianceIndustries #MukeshAmbani 
https://t.co/p2JzBKeD7X",2021-06-03 02:44:53
488,"https://t.co/gNgTqmwJ3i

Very happy to read this
#RelianceIndustries",2021-06-03 02:43:49
489,"RT @CNBCTV18News: Ahead of #RelianceIndustries' 44th AGM on 24th June, Chairman Mukesh Ambani in the co’s annual report said that strong ba…",2021-06-03 02:40:00
490,"@RelianceGenIn @irdaindia @jagograhakjago @BharatCourt #healthcare #insurancecompany #RelianceIndustries I have taken a reliance policy in Jan 2021 , I have been rejected for my claim stating I did not disclose PED ,, how is PED related to Covid claim ..after 5 month",2021-06-03 02:34:06
491,"RT @CNBCTV18News: #RelianceIndustries and #Wipro are among the top #stocks to watch out for today. Here's the full list:
#StockMarket #Stoc…",2021-06-03 02:34:00
492,"#RelianceIndustries 
#reliancefoundation https://t.co/Y4fYbyG2rR",2021-06-03 02:33:52
493,"RT @CNBCTV18News: Ahead of #RelianceIndustries' 44th AGM on 24th June, Chairman Mukesh Ambani in the co’s annual report said that strong ba…",2021-06-03 02:33:30
494,"Ahead of #RelianceIndustries' 44th AGM on 24th June, Chairman Mukesh Ambani in the co’s annual report said that strong balancesheet will support growth of the co. The co also assured payment of salary for 5 yrs to employees who succumbed to #COVID. @PoddarNisha has the highlights https://t.co/4IQRP1ZSM4",2021-06-03 02:31:15
495,"#RelianceIndustries: Process of separating oil-to-chemicals businesses into a subsidiary is expected to be completed in 2021, #MukeshAmbani said. The company operated O2C facilities at near 100% by shifting focus to export markets. It will continue to upgrade strategy and roadmap",2021-06-03 02:15:25
496,"Submits a proposal for use of niclosamide as potential Covid drug

@TweshMishra reports 

#CoronavirusIndia #CoronaVirusUpdates #CoronavirusDrugs #MukeshAmbani #RelianceIndustries #Jio
https://t.co/tiivncwtqs",2021-06-03 02:15:00
497,"#RelianceIndustries and #Wipro are among the top #stocks to watch out for today. Here's the full list:
#StockMarket #StocksToWatch #StocksInNews 

https://t.co/m9dXhFO1o4",2021-06-03 02:12:52
498,"#ETNOWPodcast🎙️
-Cabinet approves #ModelTenancyAct
-#SriLanka braces for massive ecological disaster
-#Government brings forward 20% #ethanol blending target
-#RelianceIndustries lays out plans in annual report #podcast @alexandermats @RohitSinghNow
https://t.co/RvOWJ8UtLY",2021-06-03 02:11:53
499,"RT @ETNOWlive: With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpai…",2021-06-03 02:05:58
500,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-03 01:57:50
501,"#Reliance #RelianceIndustries 

Breakout 🚨

- Broke out of a 260 day consolidation ✅
- Breakout on increased volume ✅
- Target of 2336 for swing and 2700 for investment 🔥

#StockPicks #Nifty50 #StocksToWatch #StocksToBuy https://t.co/YCz9064zlX",2021-06-03 01:24:04
502,"COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children #RelianceIndustries #MukeshAmbani #NitaAmbani  https://t.co/ijkut9mTaa",2021-06-03 01:08:02
503,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 20:48:37
504,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 20:39:50
505,"#RelianceIndustries #Reliance
#RIL #MukeshAmbani @ril_foundation
#RelianceFoundation #NitaAmbani @flameoftruth @reliancejio #Covid_19  
COVID-19 | Reliance to offer full salary for 5 years to family of deceased employees, education for children https://t.co/k6S9rLBzXo",2021-06-02 19:25:11
506,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 19:16:53
507,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 19:04:25
508,"#COVID19 The employees of the company who are not on payroll if they die of Coronavirus, the nominee will be helped with Rs 10 lakh. #RelianceIndustries @reliancegroup 
https://t.co/GH58ByyK1E 

Reliance Foundation",2021-06-02 18:50:58
509,"कोरोनाला रोखण्यात रिलायन्स सर्वात पुढे; सॅनिटायझर, कोविड किटनंतर आता कंपनी औषध आणणार
#Covid19 #reliance #reliancecovidtest #relianceindustries
https://t.co/nvO7f70q3D",2021-06-02 18:29:22
510,"RT @ETNOWlive: With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpai…",2021-06-02 18:25:04
511,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 18:16:53
512,"RT @sherunashik: #RelianceIndustries #reliance 
#Nifty #nifty50 #stocks #StocksToWatch 
Reliance cmp 2200
Can reliance deliver this time ?…",2021-06-02 18:07:17
513,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 18:05:43
514,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 18:03:39
515,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 18:02:31
516,RT @Krish_RichLrner: #RelianceIndustries Annual Report biggest highlight is proposal for drug not their Carbon free or O2C biz investments.…,2021-06-02 18:01:27
517,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:57:59
518,"Long/Short/Short Covering/Long Unwinding positions buildup in F&amp;O stocks - 02 June 2021
#Nifty #RelianceIndustries #Reliance #muthootfinance #MUTHOOTFIN #MOTHERSUMI #PNbhousingfinance #Indiabulls #bandhanbank #itc #AartiInd https://t.co/dtlLuozvRW",2021-06-02 17:42:33
519,"#Reliance for a reason.
#RelianceAGM #RelianceIndustries @MukeshAmbanima @Nitaambani56 @stockmarket008 @StockMarketNews @MDtradingdesk https://t.co/IxhSsW72H4",2021-06-02 17:36:51
520,#RelianceIndustries is winning hearts.,2021-06-02 17:35:40
521,"#RelianceIndustries maan gye mota bhai , This level of care should be provided by each and every corporate. #investing https://t.co/Yre3W7modj",2021-06-02 17:35:13
522,"കോവിഡ് മൂലം മരിച്ച ജീവനക്കാരന്‍റെ കുടുംബത്തിനുള്ള സഹായ പദ്ധതികളും റിലയൻസ് പ്രഖ്യാപിച്ചിട്ടുണ്ട്. വീ കെയർ എന്ന പേരിലെ കുടുംബ സഹായ പദ്ധതിയിൽ മരണമടഞ്ഞ ജീവനക്കാരൻ അവസാനമായി വാങ്ങിയ മാസ ശമ്പളം ആശ്രിതർക്ക് അഞ്ചു വർഷം കൂടി നൽകും. #RelianceIndustries #Reliance 
https://t.co/qTK9CMa4Th",2021-06-02 17:32:47
523,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:31:29
524,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:30:55
525,"ರಿಲಾಯನ್ಸ್​ ಗ್ರೂಪ್​ ಕುಟುಂಬದಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿರುವ ಸಹೋದ್ಯೋಗಿಗಳ ಕುಟುಂಬಕ್ಕೆ ಈಗ ರಿಲಾಯನ್ಸ್​ ಫೌಂಡೇಶನ್​ ಆರ್ಥಿಕ ನೆರವು ನೀಡಲು ತೀರ್ಮಾನಿಸಿದೆ.
#RelianceIndustries #TrustNews18Kannada 

https://t.co/IlrKZQ4gGp",2021-06-02 17:30:29
526,"#COVID19: কোভিড আবহে কঠিন সময়ে কর্মীদের পাশে রিলায়েন্স, বিরাট ঘোষণা মুকেশ আম্বানির সংস্থার !
#Reliance #RelianceIndustries #COVIDImpact
https://t.co/nkQ0r3JKWB",2021-06-02 17:29:12
527,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:27:57
528,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:25:56
529,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:25:35
530,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:16:49
531,"#RelianceIndustries 
Yeh to sahi bat hai https://t.co/jEKRDcijT9",2021-06-02 17:14:42
532,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:09:54
533,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:09:15
534,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:09:01
535,#RelianceIndustries Annual Report biggest highlight is proposal for drug not their Carbon free or O2C biz investments. #RIL page - 161 https://t.co/Mx9HzIg4R1,2021-06-02 17:08:18
536,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:07:17
537,RT @moneycontrolcom: #COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to…,2021-06-02 17:07:10
538,"#COVID19: RIL has announced that it will continue to provide the last drawn monthly salary for a period of 5 years to the nominee of the employees who have succumbed to the disease.

#Reliance #RelianceIndustries #COVIDImpact 

https://t.co/Iqd0yHPSg4",2021-06-02 17:05:33
539,"Any updates on the saudi Aramco deal with #RIL ? 
.
.
.
.
.
.
.
.
.
.
#RelianceIndustries #RelianceAGM #Saudi @EconomicTimes",2021-06-02 16:49:12
540,"#RelianceIndustries #reliance 
#Nifty #nifty50 #stocks #StocksToWatch 
Reliance cmp 2200
Can reliance deliver this time ? Let's hope so.
@MarketDynamix @ajinkya_ADX @abadjate https://t.co/UIYpycrsYn",2021-06-02 16:41:15
541,"Jio has infused over $50 billion investment since its inception to create the largest and advanced digital and connectivity ecosystem in India, with a wide bouquet of apps and platforms.

#RelianceIndustries #Jio  https://t.co/nLcYf2du48",2021-06-02 16:26:37
542,"RT @livestockrates: Reliance Industries Ltd has announced the date for its Annual General Meeting. The company, in a letter to stock exchan…",2021-06-02 16:26:23
543,"RT @ETNOWlive: With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpai…",2021-06-02 16:25:24
544,"RT @livestockrates: Reliance Industries Ltd has announced the date for its Annual General Meeting. The company, in a letter to stock exchan…",2021-06-02 16:18:54
545,"Reliance Industries Ltd has announced the date for its Annual General Meeting. The company, in a letter to stock exchanges, has announced that the AGM will be conducted on 24 June at 2 PM. #RelianceIndustries #StockMarket #LiveStockRates #NEWS247LIVE #TBG #stockmarketnews",2021-06-02 16:18:49
546,"#RelianceIndustries' AGM will be held on Thursday, June 24, 2021, at 2:00 p.m. IST through Video Conferencing (“VC”)  

What can we expect/lookout for?
(Check out the attached thread)

#RelianceAGM",2021-06-02 16:17:09
547,"RT @ETNOWlive: With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpai…",2021-06-02 16:13:28
548,"RT @KETANK13: Wonder how Customers and Market will react to this?

 #RelianceIndustries #Reliance #sanitizer #fmcg #FightAgainstCOVID19 #Ma…",2021-06-02 16:12:43
549,"Mukesh Ambani, has said that the strong balance sheet and high liquidity available with the oil-to-telecom giant will support its growth plans for Jio, .#Reliance Retail and its oil-to-chemical (O2C) business.
#RelianceIndustries #jio 
https://t.co/phcEQBj8hT",2021-06-02 16:06:02
550,"RT @ETNOWlive: With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpai…",2021-06-02 16:05:56
551,"Wonder how Customers and Market will react to this?

 #RelianceIndustries #Reliance #sanitizer #fmcg #FightAgainstCOVID19 #Markets #StockMarket #technolgy https://t.co/N0SDWV0Sin",2021-06-02 16:00:44
552,"Ties with Facebook, Google to better Jio's consumer service offerings: RIL #RelianceJio #RelianceIndustries #Reliance #Ril #DepartmentOfTelecommunications #DigitalUnitJio #Facebook #Google #Industry #Qualcomm  https://t.co/nxqqpFBsYi",2021-06-02 16:00:07
553,"Ties with Facebook, Google to better Jio's consumer service offerings: RIL #RelianceJio #RelianceIndustries #Reliance #Ril #DepartmentOfTelecommunications #DigitalUnitJio #Facebook #Google #Industry #Qualcomm  https://t.co/QH6UXbsGLa",2021-06-02 16:00:06
554,"Stock hedging strategy

https://t.co/mEv75JIzSI

#hedging
#StockMarket 
#RelianceIndustries 
#sharemarket",2021-06-02 15:56:23
555,"#RelianceIndustries 

1. CMP-2201
2. Breakout from wedge occured
3. Stoploss-2100
4. Targets are 2350 then 2500.

#RelianceIndustries #RelianceJio #RelianceAGM #reliancepp #relianceind #StockMarket #StocksToWatch #StockMarketindia #StocksToBuy #Nifty #NiftyBank #adani #Ambani https://t.co/T9DgEmtdGG https://t.co/fvgB23U7ZH",2021-06-02 15:51:49
556,"We expect Reliance Industries to clarify if they have any policy or provisions to cater the family and children of those staff who died on duty due to Covid19. 

#corporategovernance #RelianceIndustries #RelianceJio #IndiaCovidCrisis https://t.co/D2GlwLVFqE",2021-06-02 15:51:23
557,"The Chairman and Managing Director (CMD) of #RelianceIndustries Limited, #MukeshAmbani, has said that the strong balance sheet and high liquidity available with the oil-to-telecom giant will support its growth plans for #Jio, #RelianceRetail &amp; its oil-to-chemical (O2C) business. https://t.co/mRUCFEBqY0",2021-06-02 15:51:16
558,"RT @ETNOWlive: With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpai…",2021-06-02 15:47:38
559,"RT @STilgodi: #CMOfficeUP  #PMOIndia @DhirajS37616660 @ril_foundation @reliancejio #YogiAdityanath
#RelianceIndustries https://t.co/Ivs7s2X…",2021-06-02 15:47:27
560,"RT @BiIndia: #RelianceJio and #RelianceRetail make for half of #RelianceIndustries' total business

https://t.co/4w2B7sZAKK https://t.co/VR…",2021-06-02 15:46:42
561,"The Chairman and Managing Director (CMD) of #RelianceIndustries Limited, #MukeshAmbani, has said that the strong balance sheet and high liquidity available with the oil-to-telecom giant will support its growth plans for #Jio, #RelianceRetail &amp; its oil-to-chemical (O2C) business. https://t.co/7jYTat3Nep",2021-06-02 15:45:19
562,"With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpaints @OPECSecretariat @OPECnews #RelianceIndustries https://t.co/TAo6GF3jIA",2021-06-02 15:44:10
563,"#StocksInNews |

 #RelianceIndustries releases its FY21 report!

Check out the highlights! https://t.co/1CgIZrfO6m",2021-06-02 15:43:13
564,"RT @ETNOWlive: With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpai…",2021-06-02 15:42:48
565,"With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpaints @OPECSecretariat @OPECnews #RelianceIndustries https://t.co/TAo6GF3jIA",2021-06-02 15:41:58
566,"Both are doing well!!

#SBIN #SBI #RelianceIndustries #RelianceJio #RelianceJio #RelianceAGM #reliancepp https://t.co/T9DgEmtdGG",2021-06-02 15:31:05
567,"@reliancejio  annual report !!

#relianceindustries https://t.co/ymzBMxw2XE",2021-06-02 15:08:34
568,"RT @BiIndia: #RelianceJio and #RelianceRetail make for half of #RelianceIndustries' total business

https://t.co/4w2B7sZAKK https://t.co/VR…",2021-06-02 15:04:05
569,"#RelianceJio and #RelianceRetail make for half of #RelianceIndustries' total business

https://t.co/4w2B7sZAKK https://t.co/VRefuDBbEk",2021-06-02 14:58:06
570,"RT @ETNOWlive: With #crude on a boil, here's a look at the companies which will be impacted

@BPCLimited @IndianOilcl @ONGC_ #RIL @asianpai…",2021-06-02 14:26:05
571,"RT @ETNOWlive: #StocksInNews | #RelianceIndustries releases its FY21 report!
Check out the highlights! https://t.co/vVQrAuyRgT",2021-06-02 14:16:38
572,"Reliance Industries Ltd submitted a proposal for the application of #Niclosamide as a potential #drug against #COVID19

#MukeshAmbani 
#RelianceIndustries",2021-06-02 14:15:17
573,"RT @ETNOWlive: #StocksInNews | #RelianceIndustries releases its FY21 report!
Check out the highlights! https://t.co/vVQrAuyRgT",2021-06-02 14:07:56
574,"RT @ETNOWlive: #StocksInNews | #RelianceIndustries releases its FY21 report!
Check out the highlights! https://t.co/vVQrAuyRgT",2021-06-02 14:04:21
